id,address,bedrooms,gla,city,province,postal_code,property_sub_type,structure_type,style,levels,room_count,full_baths,half_baths,main_level_finished_area,upper_lvl_fin_area,bg_fin_area,lot_size_sf,year_built,roof,basement,cooling,heating,close_price,close_date,public_remarks,latitude,longitude,cluster
152826,418 Conservatory Drive ,3,1596.0,Kingston ,Ontario,K7M 9C7,Detached,"Detached, 2-Storey ",2-Storey ,2-Storey ,7,0.0,0.0,,,,3640.0,0.0,,"Finished, Full ",Central Air ,Forced Air ,762000.0,2025-02-04,"Welcome home to this stunning, fully upgraded Conservatory Pond 2-Storey boasting 3 bdrms, 2.5 baths, & wonderful updates throughout. Step into the main level & be greeted by a bright office & convenient 2pc powder room to your left, followed by the open concept designer kitchen featuring glimmering quartz counters, stainless steel appliances, a kitchen island with breakfast bar, & ample modern cabinetry  connected to the spacious great room offering both a living & dining space sheltered under a soaring cathedral ceiling. Exterior access is provided via a sliding glass door off the dining space to the back deck with gazebo, overlooking the fully fenced yard equipped with a natural gas line for BBQ, a garden shed & hot tub. Moving upstairs to the second level you'll find the primary bedroom possessing a gorgeous 4pc bath, 2 more generously sized bedrooms, along with another full 4pc main bath. The fully finished basement is host to a cozy recreation room with an adjacent wet bar, as well as ample storage. This magazine worthy home is located just a short stroll to parks, schools & shopping, as well as a short drive to all desired amenities, The Landings Golf Course, & Lemoines Point conservation area.",44.2319,-76.5915,4
4104,1001 Lombardy St,4,1500.0,Kingston,Ontario,K7M 8M7,Detached,Detached,2-Storey,Two,13,3.0,1.0,,,,6299.39,0.0,,Finished,Central Air,Forced Air,615000.0,2025-02-05,"For the first time in 20 years, this charming, two-storey home is ready for the market and to welcome it's next homeowners. Nestled in the established community of Bayridge East, with it's tree lined streets and popular parks, is this four bedroom, 2 and a half bathroom brick and vinyl sided home; an ideal setting to raise a family. As you step inside, you can't help but notice it's combination of classic comfort with many thoughtful modern updates. From the welcoming front porch to the ten and a half foot ceilings in the front foyer and sunken living-room, it's an ideal space for large family gatherings or simply to enjoy the ample natural light that filters through the home. Walking into the kitchen and dining areas, you'll find a professionally renovated kitchen featuring ample custom cabinetry and pantries, granite counter tops and beautiful tile backsplash (2024). The patio door off of the dining area leads to a spacious deck with a pergola, overlooking the fully fenced backyard and patio, equipped with a convenient gas line for your barbeque, perfect for using your grill all year long. The laundry-room can be found on the main level beside an updated powder room (2024) and handy entrance to your garage from the house. Heading upstairs are four well appointed bedrooms, a4-piece main bath that has been nicely updated (2022) and a spacious newer ensuite (2023) off of the primary bedroom. A nice bonus is the newly installed, neutral carpeting on the staircase and throughout the second floor (2024) and vinyl plank flooring throughout the main level(2024), both luxurious as they are practical. The lower level is complete with a cozy gas fireplace and family room; a well-loved gathering place to relax with friends and family, play games, watch movies or unwind after a long day. There are just too many updates to mention and a full and complete list will be provided prior to showings. This home is truly move-in ready and must been seen to be fully appreciated.",44.2394,-76.5895,4
77837,605 Truedell Rd ,3,1300.0,Kingston ,Ontario,K7M 6S7,Detached,Detached,Backsplit 3 ,Backsplit 3 ,7,2.0,0.0,,,,5400.0,40.0,,Finished ,Central Air ,Forced Air ,595000.0,2025-02-05,"Looking for an Impeccably maintained open-concept home with 3 bedrooms, hardwood floors, central location, garage and classic yet modern feel? This move-in-ready gem checks all the boxes! Featuring a spacious open kitchen, living, and dining area that's filled with natural light. This fantastic space also providing direct access to the side deck and BBQ area perfect for both entertaining and family relaxation. The upper level offers a private bedroom area, including a large 4-piece bathroom. Downstairs, you'll find a cozy family room, a convenient 2-piece bathroom, and laundry area with walkout access to the back patio and fully fenced yard. Need storage? This home has plenty whether in the crawl space or the single-car garage with an electric door opener for ease of use. The ideal layout, modern upgrades, and central location will appeal to many people, This home wont last long, schedule your showing today!",44.2422,-76.5804,4
77856,Unit 108 - 835 Milford Dr ,1,550.0,Kingston ,Ontario,K7P 1A7,Condo Apt,Condo Apt,Apartment ,Apartment ,5,1.0,0.0,,,,0.0,75.0,,Apartment ,Window Unit ,Baseboard ,253750.0,2025-02-05,"Client Remarks First Time Home Buyers, Graduate Student, Investors Take A Look. This one bedroom condominium is located in Kingston Township with public transit, shopping and schools close by. Controlled Entry, assigned parking and visitors parking . Can close very quickly. Great end unit condo with the laundry facility located across the hall. Bright interior with dining, living room, galley kitchen, one bedroom, bath and in-suite storage area with hot water tank. Very reasonable property taxes and condo fees makes this condo a must see. Furnished pictures are ai and virtually made.",44.2508,-76.5839,4
77968,771 ASHWOOD Dr ,3,1100.0,Kingston ,Ontario,K7M 6X7,Condo Townhouse,Condo Townhouse,2-Storey ,2-Storey ,6,1.0,0.0,,,,0.0,40.0,,Finished ,Central Air ,Forced Air ,327000.0,2025-02-05,"two- story, 3 bed, 1 bath condo townhouse in Bayridge! Featuring updated furnace and A/C, windows, finished basement. With a little fine tuning you'll be able to enjoy a low-maintenance home! Large Eat-in kitchen, Update bath, finished basement offering additional living space and separate office nook as well as laundry/utility room with ample storage. There is a fenced in yard with patio area & shed. Reasonable condo fees, parking right at the front door & with additional visitor  space across the street. In- ground community pool, exterior maintenance and located close to all amenities. Affordable, convenient living in a wonderful location",44.2488,-76.5889,4
126035,1001 Lombardy Street ,4,1750.0,Kingston ,Ontario,K7M 8M7,Detached,"Detached, 2-Storey ",2-Storey ,2-Storey ,13,0.0,0.0,,,,6279.0,0.0,,Finished ,Central Air ,Forced Air ,615000.0,2025-02-05,"For the first time in 20 years, this charming, two-storey home is ready for the market and to welcome it's next homeowners. Nestled in the established community of Bayridge East, with it's tree lined streets and popular parks, is this four bedroom, 2 and a half bathroom brick and vinyl sided home; an ideal setting to raise a family. As you step inside, you can't help but notice it's combination of classic comfort with many thoughtful modern updates. From the welcoming front porch to the ten and a half foot ceilings in the front foyer and sunken living-room, it's an ideal space for large family gatherings or simply to enjoy the ample natural light that filters through the home. Walking into the kitchen and dining areas, you'll find a professionally renovated kitchen featuring ample custom cabinetry and pantries, granite counter tops and beautiful tile backsplash (2024). The patio door off of the dining area leads to a spacious deck with a pergola, overlooking the fully fenced backyard and patio, equipped with a convenient gas line for your barbeque, perfect for using your grill all year long. The laundry-room can be found on the main level beside an updated powder room (2024) and handy entrance to your garage from the house. Heading upstairs are four well appointed bedrooms, a4-piece main bath that has been nicely updated (2022) and a spacious newer ensuite (2023) off of the primary bedroom. A nice bonus is the newly installed, neutral carpeting on the staircase and throughout the second floor (2024) and vinyl plank flooring throughout the main level(2024), both luxurious as they are practical. The lower level is complete with a cozy gas fireplace and family room; a well-loved gathering place to relax with friends and family, play games, watch movies or unwind after a long day. There are just too many updates to mention and a full and complete list will be provided prior to showings. This home is truly move-in ready and must been seen to be fully appreciated.",44.2394,-76.5895,2
146404,605 Truedell Road ,3,1300.0,Kingston ,Ontario,K7M 6S7,Detached,"Detached, Backsplit 3 ",Backsplit 3 ,Backsplit 3 ,7,0.0,0.0,,,,5400.0,0.0,,Finished ,Central Air ,Forced Air ,595000.0,2025-02-05,"Looking for an Impeccably maintained open-concept home with 3 bedrooms, hardwood floors, central location, garage and classic yet modern feel? This move-in-ready gem checks all the boxes! Featuring a spacious open kitchen, living, and dining area that's filled with natural light. This fantastic space also providing direct access to the side deck and BBQ area perfect for both entertaining and family relaxation. The upper level offers a private bedroom area, including a large 4-piece bathroom. Downstairs, you'll find a cozy family room, a convenient 2-piece bathroom, and laundry area with walkout access to the back patio and fully fenced yard. Need storage? This home has plenty whether in the crawl space or the single-car garage with an electric door opener for ease of use. The ideal layout, modern upgrades, and central location will appeal to many people, This home wont last long, schedule your showing today!",44.2422,-76.5804,4
161844,771 ASHWOOD Drive ,3,1100.0,Kingston ,Ontario,K7M 6X7,Condo Townhouse,"Condo Townhouse, 2-Storey ",2-Storey ,2-Storey ,6,0.0,0.0,,,,0.0,0.0,,Finished ,Central Air ,Forced Air ,327000.0,2025-02-05,"two- story, 3 bed, 1 bath condo townhouse in Bayridge! Featuring updated furnace and A/C, windows, finished basement. With a little fine tuning you'll be able to enjoy a low-maintenance home! Large Eat-in kitchen, Update bath, finished basement offering additional living space and separate office nook as well as laundry/utility room with ample storage. There is a fenced in yard with patio area & shed. Reasonable condo fees, parking right at the front door & with additional visitor  space across the street. In- ground community pool, exterior maintenance and located close to all amenities. Affordable, convenient living in a wonderful location",44.2488,-76.5889,4
162303,Unit 108 - 835 Milford Drive ,2,550.0,Kingston ,Ontario,K7P 1A7,Condo Apartment,"Condo Apartment, Apartment ",Apartment ,Apartment ,5,0.0,0.0,,,,0.0,0.0,,Apartment ,Window Unit(s) ,Baseboard ,253750.0,2025-02-05,"Client Remarks First Time Home Buyers, Graduate Student, Investors Take A Look. This one bedroom condominium is located in Kingston Township with public transit, shopping and schools close by. Controlled Entry, assigned parking and visitors parking . Can close very quickly. Great end unit condo with the laundry facility located across the hall. Bright interior with dining, living room, galley kitchen, one bedroom, bath and in-suite storage area with hot water tank. Very reasonable property taxes and condo fees makes this condo a must see. Furnished pictures are ai and virtually made.",44.2508,-76.5839,4
77521,494 Roosevelt Dr ,3,1300.0,Kingston ,Ontario,K7M 4B1,Detached,Detached,Bungalow-Raised ,Bungalow-Raised ,7,2.0,0.0,,,,6900.0,40.0,,"Finished, Full ",Central Air ,Forced Air ,570000.0,2025-02-07,"Welcome to 494 Roosevelt Drive, a beautifully maintained solid brick elevated bungalow in the sought-after Auden Park. Built in 1978 and lovingly cared for by the current owners for 35 years, this home is ready for its next chapter. Offering 3 bedrooms, 1.5 bathrooms, large and bright basement windows, an attached 2-car garage, ample parking in the driveway and in-law suite potential. Inside you will find a well-kept interior with updated features, including: Gas Furnace (2022), Lifetime Asphalt Shingles (2011), Central A/C (2012), Patio Door (Jan 2025), newer windows that invite plenty of natural light and newer stainless steel appliances. Outside, the covered deck overlooks a generous backyard which is not only a peaceful retreat but also offers plenty of space for gardening, play, or even future landscaping projects. Auden Park is known for its quiet streets, excellent schools, and abundant green space. Enjoy proximity to Lake Ontario, Lemoine Point Conservation Area, and a variety of local amenities, including Cataraqui Golf and Country Club, The Royal Kingston Curling Club, Lakeshore Pool, and charming spots like Nora's Coffee & Sandwiches and The Loyal Oarsmen pub. With its prime location, thoughtful updates, and undeniable charm, 494 Roosevelt Drive is the perfect opportunity to make this house your own.",44.2343,-76.5812,4
77694,393 Bernice Dr ,4,2470.0,Kingston ,Ontario,K7M 5X2,Detached,Detached,2-Storey ,2-Storey ,11,4.0,0.0,,,,7500.0,40.0,,"Finished, Full ",Central Air ,Forced Air ,875000.0,2025-02-07,"Welcome to 393 Bernice, nestled in a sought-after neighborhood with a community pool and great schools!  This home is truly meant for families with 4 bedrooms upstairs including a spacious master bedroom with lovely 3pc ensuite and additional built-in closet cabinetry.   The main floor offers wonderful living space with the heart of the home being the gorgeous kitchen with Quartz countertops and a large island, perfect for gatherings.  This is complimented by the beautiful dining room with its stunning cabinetry and servery. The spacious & cozy family room is off the kitchen and feature a beautiful wood fireplace and built-ins for your books & treasures.  There is a spacious living room with french doors at the front of the home and a mud room was recently added from garage space, creating a convenient space to drop your coats and bags as well as main floor laundry.   The finished lower level offers a den, potential for additional bedrooms, a 3pc bathroom with glass walk-in shower and a large recreation room, great for the kids to play or a home theatre space.   Outside, the pool-sized backyard is fenced and a summer oasis awaits!  There is a covered deck complete with a bar with granite top,  TV hookup and a Beachcomber hot tub!  Other great updates include a new furnace, A/C, garage door & opener and 200amp service.   This home offers a perfect blend of comfort and style and is ready for a new family to enjoy this Spring",44.2316,-76.5828,4
77711,871 Crestwood Ave ,4,2750.0,Kingston ,Ontario,K7P 1S7,Detached,Detached,2-Storey ,2-Storey ,11,2.0,0.0,,,,6500.0,40.0,,"Unfinished, W/O ",Central Air ,Forced Air ,725000.0,2025-02-07,"Welcome home to 871 Crestwood Avenue. Situated on a quiet street in the heart of the most desirable west end subdivision. This property has been lovingly maintained and cared for throughout over the years by the same family. Carefully planned and designed, this floor plan is sure to impress. Main floor offers you and your family great living and gathering space. Formal living room, dining room, family room, kitchen with morning room that overlooks peaceful rear yard. Bonus main floor rec room that is more than large enough to host every family event. Upstairs you will find four good sized bedrooms. Spacious Primary bedroom with walk in closet and ensuite. Unspoiled lower level that offers great storage space or potential to expand and develop. Walking distance to schools parks, shops, transit and more! Have a look Today!",44.2524,-76.6002,4
146246,494 Roosevelt Drive ,3,1300.0,Kingston ,Ontario,K7M 4B1,Detached,"Detached, Bungalow-Raised ",Bungalow-Raised ,Bungalow-Raised ,7,0.0,0.0,,,,6900.0,0.0,,"Finished, Full ",Central Air ,Forced Air ,570000.0,2025-02-07,"Welcome to 494 Roosevelt Drive, a beautifully maintained solid brick elevated bungalow in the sought-after Auden Park. Built in 1978 and lovingly cared for by the current owners for 35 years, this home is ready for its next chapter. Offering 3 bedrooms, 1.5 bathrooms, large and bright basement windows, an attached 2-car garage, ample parking in the driveway and in-law suite potential. Inside you will find a well-kept interior with updated features, including: Gas Furnace (2022), Lifetime Asphalt Shingles (2011), Central A/C (2012), Patio Door (Jan 2025), newer windows that invite plenty of natural light and newer stainless steel appliances. Outside, the covered deck overlooks a generous backyard which is not only a peaceful retreat but also offers plenty of space for gardening, play, or even future landscaping projects. Auden Park is known for its quiet streets, excellent schools, and abundant green space. Enjoy proximity to Lake Ontario, Lemoine Point Conservation Area, and a variety of local amenities, including Cataraqui Golf and Country Club, The Royal Kingston Curling Club, Lakeshore Pool, and charming spots like Nora's Coffee & Sandwiches and The Loyal Oarsmen pub. With its prime location, thoughtful updates, and undeniable charm, 494 Roosevelt Drive is the perfect opportunity to make this house your own.",44.2343,-76.5812,4
164415,871 Crestwood Avenue ,4,2750.0,Kingston ,Ontario,K7P 1S7,Detached,"Detached, 2-Storey ",2-Storey ,2-Storey ,11,0.0,0.0,,,,6500.0,0.0,,"Unfinished, Walk-Out ",Central Air ,Forced Air ,725000.0,2025-02-07,"Welcome home to 871 Crestwood Avenue. Situated on a quiet street in the heart of the most desirable west end subdivision. This property has been lovingly maintained and cared for throughout over the years by the same family. Carefully planned and designed, this floor plan is sure to impress. Main floor offers you and your family great living and gathering space. Formal living room, dining room, family room, kitchen with morning room that overlooks peaceful rear yard. Bonus main floor rec room that is more than large enough to host every family event. Upstairs you will find four good sized bedrooms. Spacious Primary bedroom with walk in closet and ensuite. Unspoiled lower level that offers great storage space or potential to expand and develop. Walking distance to schools parks, shops, transit and more! Have a look Today!",44.2524,-76.6002,4
195813,393 Bernice Drive ,4,2482.0,Kingston ,Ontario,K7M 5X2,Detached,"Detached, 2-Storey ",2-Storey ,2-Storey ,11,0.0,0.0,,,,7500.0,0.0,,"Finished, Full ",Central Air ,Forced Air ,875000.0,2025-02-07,"Welcome to 393 Bernice, nestled in a sought-after neighborhood with a community pool and great schools!  This home is truly meant for families with 4 bedrooms upstairs including a spacious master bedroom with lovely 3pc ensuite and additional built-in closet cabinetry.   The main floor offers wonderful living space with the heart of the home being the gorgeous kitchen with Quartz countertops and a large island, perfect for gatherings.  This is complimented by the beautiful dining room with its stunning cabinetry and servery. The spacious & cozy family room is off the kitchen and feature a beautiful wood fireplace and built-ins for your books & treasures.  There is a spacious living room with french doors at the front of the home and a mud room was recently added from garage space, creating a convenient space to drop your coats and bags as well as main floor laundry.   The finished lower level offers a den, potential for additional bedrooms, a 3pc bathroom with glass walk-in shower and a large recreation room, great for the kids to play or a home theatre space.   Outside, the pool-sized backyard is fenced and a summer oasis awaits!  There is a covered deck complete with a bar with granite top,  TV hookup and a Beachcomber hot tub!  Other great updates include a new furnace, A/C, garage door & opener and 200amp service.   This home offers a perfect blend of comfort and style and is ready for a new family to enjoy this Spring",44.2316,-76.5828,4
77279,760 Grouse Cres ,3,1156.0,Kingston ,Ontario,K7P 1A2,Semi-Detached,Semi-Detached,Bungalow ,Bungalow ,6,2.0,0.0,,,,6987.0,40.0,,Fin W/O ,Central Air ,Forced Air ,455000.0,2025-02-13,"Welcome to 760 Grouse Crescent  the perfect for a starter home or an investment to rent out with secondary suite in the LL, currently vacant and ready for you to select your own tenants, or a spot for the entire family. This home is on a quiet street steps from a bus route, shopping and schools and is a short drive to your favourite local restaurants, playgrounds & more! Upstairs you'll find 3 bedrooms, and open concept spacious kitchen/dining/living room. Lower level featuring a great in-law suite with open kitchen/ living area, bedroom and 4pc bath with walk up access from the fully fenced backyard. Both levels have access to laundry located on the lower level. Also featuring, double wide drive, for all of your parking needs! This could be the next place you call home.",44.2493,-76.5827,0
77437,698 Fleet St ,3,1493.0,Kingston ,Ontario,K7M 5A5,Detached,Detached,Backsplit 3 ,Backsplit 3 ,11,2.0,0.0,,,,6600.0,0.0,,"Sep Entrance, Walk-Up ",Central Air ,Forced Air ,500000.0,2025-02-13,"Welcome to this 3-bedroom, 1.5-bathroom detached backsplit in Kingston's West End! Perfect for first-time buyers or those looking to add their personal touch.Situated on a spacious lot, this home features a bright living room, a functional kitchen with ample storage, and three generous bedrooms upstairs. The lower level offers extra living space,a half-bath, and a separate rear walk-up entrance ideal for in-law potential.Located in a family-friendly neighbourhood, just minutes from schools, parks, shopping, andtransit. Don't miss this fantastic opportunity!All offers will be presented Thursday February 13th @7PM.",44.2454,-76.5947,4
77475,912 OAKVIEW St ,3,1300.0,Kingston ,Ontario,K7M 6V6,Condo Townhouse,Condo Townhouse,2-Storey ,2-Storey ,7,1.0,0.0,,,,0.0,0.0,,"Full, Unfinished ",,Forced Air ,331000.0,2025-02-13,,44.2486,-76.5875,4
121951,698 Fleet Street ,3,1504.0,Kingston ,Ontario,K7M 5A5,Detached,"Detached, Backsplit 3 ",Backsplit 3 ,Backsplit 3 ,11,0.0,0.0,,,,6600.0,0.0,,"Separate Entrance, Walk-Up ",Central Air ,Forced Air ,500000.0,2025-02-13,"Welcome to this 3-bedroom, 1.5-bathroom detached backsplit in Kingston's West End! Perfect for first-time buyers or those looking to add their personal touch.Situated on a spacious lot, this home features a bright living room, a functional kitchen with ample storage, and three generous bedrooms upstairs. The lower level offers extra living space,a half-bath, and a separate rear walk-up entrance ideal for in-law potential.Located in a family-friendly neighbourhood, just minutes from schools, parks, shopping, andtransit. Don't miss this fantastic opportunity!All offers will be presented Thursday February 13th @7PM.",44.2454,-76.5947,2
159477,760 Grouse Crescent ,4,1119.0,Kingston ,Ontario,K7P 1A2,Semi-Detached,"Semi-Detached, Bungalow ",Bungalow ,Bungalow ,6,0.0,0.0,,,,6987.0,0.0,,Finished with Walk-Out ,Central Air ,Forced Air ,455000.0,2025-02-13,"Welcome to 760 Grouse Crescent  the perfect for a starter home or an investment to rent out with secondary suite in the LL, currently vacant and ready for you to select your own tenants, or a spot for the entire family. This home is on a quiet street steps from a bus route, shopping and schools and is a short drive to your favourite local restaurants, playgrounds & more! Upstairs you'll find 3 bedrooms, and open concept spacious kitchen/dining/living room. Lower level featuring a great in-law suite with open kitchen/ living area, bedroom and 4pc bath with walk up access from the fully fenced backyard. Both levels have access to laundry located on the lower level. Also featuring, double wide drive, for all of your parking needs! This could be the next place you call home.",44.2493,-76.5827,0
160962,912 OAKVIEW Street ,3,1300.0,Kingston ,Ontario,K7M 6V6,Condo Townhouse,"Condo Townhouse, 2-Storey ",2-Storey ,2-Storey ,7,0.0,0.0,,,,0.0,0.0,,"Full, Unfinished ",,Forced Air ,331000.0,2025-02-13,"This 3 bedroom condo townhome is located in Twin Oak Meadows, conveniently located within walking distance to schools, parks, and shopping.  This property is ideal for that first time buyer or savvy investor.  Just had a fresh coat of paint from top to bottom, nice fully fenced yard, private driveway and visitor parking close by.  Enjoy the community pool or basketball courts in the summer.   Call today for your private viewing!",44.2486,-76.5875,2
77228,995 Amberdale Cres ,3,1100.0,Kingston ,Ontario,K7M 6X6,Condo Townhouse,Condo Townhouse,2-Storey ,2-Storey ,8,2.0,0.0,,,,0.0,40.0,,Part Fin ,,Forced Air ,315000.0,2025-02-14,"Great opportunity at Twin Oak Meadows in the West End of Kingston. This practical two-story townhome condo packs a ton of punch for the price. The wonderful bright, open floor plan has most recently been freshly painted. The home sits across the road from a park and the backyard is cute and fenced, where one can certainly imagine entertaining friends and family. Upstairs features 3 good sized bedrooms and a 4 pc bathroom. The basement features a storage room, finished rec room, and most importantly an additional 3 pc bathroom! The driveway is longer than most and can fit 2 cars. Down the road there is a community pool that is vibrant in the Summer. Steps to Metro, TD Bank, Shoppers Drug Mart, bicycle paths, Lemoine's Point and Bayridge Plaza. If you are looking to get into the housing market, or to expand your investment portfolio, this is the one.",44.2494,-76.5892,4
160874,995 Amberdale Crescent ,3,1100.0,Kingston ,Ontario,K7M 6X6,Condo Townhouse,"Condo Townhouse, 2-Storey ",2-Storey ,2-Storey ,8,0.0,0.0,,,,0.0,0.0,,Partially Finished ,,Forced Air ,315000.0,2025-02-14,"Great opportunity at Twin Oak Meadows in the West End of Kingston. This practical two-story townhome condo packs a ton of punch for the price. The wonderful bright, open floor plan has most recently been freshly painted. The home sits across the road from a park and the backyard is cute and fenced, where one can certainly imagine entertaining friends and family. Upstairs features 3 good sized bedrooms and a 4 pc bathroom. The basement features a storage room, finished rec room, and most importantly an additional 3 pc bathroom! The driveway is longer than most and can fit 2 cars. Down the road there is a community pool that is vibrant in the Summer. Steps to Metro, TD Bank, Shoppers Drug Mart, bicycle paths, Lemoine's Point and Bayridge Plaza. If you are looking to get into the housing market, or to expand your investment portfolio, this is the one.",44.2494,-76.5892,4
77019,616 Pimlico Pl ,3,1750.0,Kingston ,Ontario,K7M 5T8,Detached,Detached,Sidesplit 3 ,Sidesplit 3 ,10,3.0,0.0,,,,9000.0,0.0,,"Finished, Full ",Central Air ,Forced Air ,589000.0,2025-02-18,"Welcome to 616 Pimlico Place a beautifully maintained side-split that has been lovingly cared for over the years. This charming 3 bdrm, 2.5 bth residence is the perfect blend of comfort and convenience, offering a thoughtfully designed space. Step into the inviting main floor, where a spacious eat-in kitchen awaits, perfect for casual meals and morning coffee. A separate dinrm provides a nice setting for family dinners, while the cozy living room and famrm complete with a wood stove are ideal for relaxing or entertaining. Garden door leads out to a generous deck, overlooking a large, private backyard perfect for kids to play and family gatherings to unfold. Upstairs, you'll find three well-proportioned bedrooms and a full bath, providing ample space for everyone. The lower level boasts a spacious rec room, a den/office, a convenient 2-piece bath, and plenty of storage in the crawl space. A large laundry room adds extra functionality to this already impressive home. With a single-car garage, double-wide driveway, and modern updates like newer windows, Hot water tank, furnace and AC, this home offers both practicality and peace of mind. The full bath on the main floor is a thoughtful touch, making the home accessible for senior living. Situated on a quiet, low-traffic street, 616 Pimlico Place is just minutes from public transit, parks, and shopping an ideal location for families and those seeking a serene neighborhood. We can't wait to welcome you home.",44.241,-76.5864,4
135606,616 Pimlico Place ,4,1750.0,Kingston ,Ontario,K7M 5T8,Detached,"Detached, Sidesplit 3 ",Sidesplit 3 ,Sidesplit 3 ,10,0.0,0.0,,,,9000.0,0.0,,"Finished, Full ",Central Air ,Forced Air ,589000.0,2025-02-18,"Welcome to 616 Pimlico Place a beautifully maintained side-split that has been lovingly cared for over the years. This charming 3 bdrm, 2.5 bth residence is the perfect blend of comfort and convenience, offering a thoughtfully designed space. Step into the inviting main floor, where a spacious eat-in kitchen awaits, perfect for casual meals and morning coffee. A separate dinrm provides a nice setting for family dinners, while the cozy living room and famrm complete with a wood stove are ideal for relaxing or entertaining. Garden door leads out to a generous deck, overlooking a large, private backyard perfect for kids to play and family gatherings to unfold. Upstairs, you'll find three well-proportioned bedrooms and a full bath, providing ample space for everyone. The lower level boasts a spacious rec room, a den/office, a convenient 2-piece bath, and plenty of storage in the crawl space. A large laundry room adds extra functionality to this already impressive home. With a single-car garage, double-wide driveway, and modern updates like newer windows, Hot water tank, furnace and AC, this home offers both practicality and peace of mind. The full bath on the main floor is a thoughtful touch, making the home accessible for senior living. Situated on a quiet, low-traffic street, 616 Pimlico Place is just minutes from public transit, parks, and shopping an ideal location for families and those seeking a serene neighborhood. We can't wait to welcome you home.",44.241,-76.5864,4
77064,792 Safari Dr ,3,1335.0,Kingston ,Ontario,K7M 6X9,Detached,Detached,Sidesplit 3 ,Sidesplit 3 ,7,2.0,0.0,,,,6600.0,40.0,,Finished ,Central Air ,Forced Air ,637000.0,2025-02-19,"Welcome to this beautifully maintained 3+1 bedroom, 2-bath home in the desirable Ridgewood Estates neighborhood! With plenty of natural light and open-concept living on the main floor, this home offers a bright and inviting space perfect for both relaxing and entertaining. The main level features three bedrooms and a full bath, while the fully finished basement provides even more living space with the extra bedroom and2nd full bath, a large rec room with a new electric fireplace (2023), and plenty of storage. Outside, enjoy the private backyard surrounded partially by green space. Take a short walk up the road to enjoy the beautiful Ridgewood Park to enjoy some nature sounds surrounding the creek. Additional highlights include an attached garage and several recent upgrades, including a new roof (2023), improved basement ductwork (2024), and an updated basement bathroom pump (2025).Don't miss your chance to own this fantastic home in one of the area's most family friendly communities! **EXTRAS** Shelves in Utility Room",44.2516,-76.612,3
76989,667 Truedell Rd ,3,1300.0,Kingston ,Ontario,K7M 6W6,Detached,Detached,2-Storey ,2-Storey ,10,2.0,0.0,,,,6500.0,40.0,,Finished ,,Forced Air ,505000.0,2025-02-20,"Single family 2 storey home wtih garage backing onto the park & steps away from Truedell Public School. Featuring spacious living room, separate dining area with patio doors to deck, private fenced yard with mature trees, large kitchen with lots of cupboards, entrance from garage into house, newer shingles. Upstairs has a large primary bedroom with a great view of the park, 2 more bedrooms and an updated 3pc bathroom. The lower level has a nicely finished rec room with cozy woodstove, an updated 3pc bathroom, laundry & storage.",44.2451,-76.5793,4
130030,995 Waterbury Crescent ,4,1750.0,Kingston ,Ontario,K7M 8V5,Semi-Detached,"Semi-Detached, Bungalow-Raised ",Bungalow-Raised ,Bungalow-Raised ,12,0.0,0.0,,,,3480.0,0.0,,"Finished, Full ",Central Air ,Forced Air ,550000.0,2025-02-24,"Discover this spacious super-semi located in a family-friendly Kingston West neighborhood. Upon entry, you're welcomed by an open-concept main level with a sunlit living room, dining area, and kitchen, featuring three generous bedrooms, two with oversized closets. The primary bedroom includes a 3-piece ensuite, while a full 4-piece bathroom completes the main floor. Enjoy the warmth of the new 2021 carpets in the staircase and living room. The lower level offers even more flexibility with an open-concept in-law suite, boasting a separate entrance, in-suite laundry, a full kitchen, 1 bedroom, and a cozy natural gas fireplace. The private fully fenced backyard is perfect for outdoor relaxation. The property also features a 2-car attached garage for added convenience. This home truly offers space and versatility for multi-generational living or income potential.",44.2309,-76.59,4
142089,Unit 305 - 675 Davis Drive W ,2,1100.0,Kingston ,Ontario,K7M 8L5,Condo Apartment,"Condo Apartment, Apartment ",Apartment ,Apartment ,9,0.0,0.0,,,,0.0,0.0,,,Window Unit(s) ,Baseboard ,394500.0,2025-02-24,"Welcome to this beautifully renovated 2-bedroom, 2-bathroom condo in the sought-after Kingsgate community. This stunning unit offers modern upgrades and timeless elegance, designed for all your living needs. Features of the unit include an updated kitchen, Quartz countertops,stainless steel appliances, soft-close drawers and a sleek design. Elegant flooring, ceramic tiled foyer, bathrooms and hardwood floors throughout for a sophisticated touch. Bathrooms updated in 2022. Premium window coverings Hunter Douglas blackout /silhouette blinds with remote control and lifetime warranty. French doors add charm and character. Enjoy the convenience in-suite washer and dryer. This condo allows owners to enjoy the ability to be pet owners up to two pets. The amenities include an indoor pool, a party room with a full kitchen,a library & pool table, a community BBQ, a patio, landscaped gardens, a designated car wash,underground parking, a smoke-free building, and an on-site superintendent. The condo is undergoing a modernization of the garage, a new roof and new elevators for 2025. You will love calling this condominium home.",44.2548,-76.5668,4
